artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre_code
YUNGBLUD,Time In A Bottle - From Fast & Furious Presents: Hobbs & Shaw,0.44,275859,0,0.307,0.455,2,-12.315,1,0.0356,0.0379,1.05e-06,0.612,0.251,0.5687219565110201,3,british,11
The Beatles,Taxman - Remastered 2009,0.58,158853,0,0.469,0.596,7,-8.348,1,0.0749,0.0101,0.0,0.321,0.783,0.5488963397597094,4,british,11
The Seekers,I'll Never Find Another You,0.55,162320,0,0.567,0.672,10,-7.666,1,0.0336,0.75,0.0837,0.367,0.79,0.5198173988790822,4,british,11
Joss Stone,Super Duper Love,0.31,260066,0,0.693,0.771,11,-3.647,0,0.149,0.0199,0.0,0.138,0.671,0.7721636014003254,4,british,11
Peter Sarstedt,Where Do You Go To (My Lovely) - Re-Recorded,0.56,287720,0,0.558,0.444,2,-7.549,0,0.0345,0.286,6.56e-05,0.121,0.444,0.7502218825501701,3,british,11
The Rolling Stones,Ruby Tuesday - Live / Remastered 2009,0.3,213466,0,0.446,0.878,0,-4.238,1,0.0469,0.704,0.00153,0.99,0.435,0.44311999737028085,4,british,11
Rupert Gregson-Williams,Wonder Woman's Wrath,0.46,246480,0,0.171,0.632,9,-12.915,1,0.0568,0.0864,0.785,0.123,0.0379,0.6504322600792203,1,british,11
Whitesnake,Here I Go Again - Radio Mix,0.59,232133,0,0.48,0.887,7,-4.91,1,0.0319,0.147,0.00011,0.33,0.69,0.3820118994789869,4,british,11
Show Of Hands,Cousin Jack,0.29,410693,0,0.323,0.613,4,-8.605,0,0.0293,0.204,0.0,0.884,0.29,0.6062324342981115,3,british,11
Manfred Mann's Earth Band;The Disco Boys,I Came for You,0.35,194040,0,0.557,0.742,5,-8.056,1,0.0665,0.11,1.07e-05,0.291,0.253,0.5258862975198462,4,british,11
Samm Henshaw,Broke,0.6,207722,0,0.751,0.684,1,-4.325,1,0.303,0.433,5.92e-06,0.18,0.864,0.36973850730568836,4,british,11
Craig David,Fill Me In,0.63,257200,0,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,0.5444052725868218,4,british,11
Sade,Hang on to Your Love,0.62,270466,0,0.846,0.703,0,-5.76,1,0.0301,0.147,1.21e-05,0.071,0.964,0.442807718225597,4,british,11
Dominic Lewis,Kyoto Eki,0.38,98693,0,0.387,0.506,5,-14.42,0,0.0348,0.00907,0.935,0.124,0.331,0.5749182321713262,4,british,11
Sade,Cherish the Day,0.6,332133,0,0.68,0.389,8,-13.239,1,0.0545,0.0121,0.0834,0.105,0.68,0.3293106848774715,4,british,11
Lorne Balfe,Stairs and Rooftops,0.37,360400,0,0.486,0.617,1,-13.988,1,0.104,0.29,0.885,0.118,0.137,0.6367864832437585,4,british,11
Harry Gregson-Williams,The Wardrobe,0.52,174893,0,0.0792,0.0391,1,-26.401,0,0.0397,0.891,0.839,0.113,0.0327,0.33458244991206876,5,british,11
Thomas & Friends,Roll Call,0.52,75856,0,0.864,0.414,1,-11.933,0,0.0408,0.196,0.0,0.299,0.971,0.3736748681031507,4,british,11
Corinne Bailey Rae,Like A Star,0.62,243213,0,0.606,0.226,2,-10.617,0,0.0347,0.715,0.0001,0.35,0.142,0.5042116595171178,4,british,11
Celeste;MK,Stop This Flame - Celeste x MK,0.64,203946,0,0.692,0.846,8,-5.72,1,0.0559,0.0194,2.91e-05,0.324,0.827,0.5095368407212004,4,british,11
Patrick Doyle,Harry in Winter,0.55,174440,0,0.175,0.248,11,-16.707,0,0.0423,0.559,0.966,0.189,0.0396,0.4538196670118173,3,british,11
Tom Rosenthal,How Have You Been?,0.54,168388,0,0.376,0.0276,0,-15.103,1,0.0428,0.967,0.03,0.146,0.12,0.2997756520881613,4,british,11
Peppa Pig,Super Potato's Theme,0.48,115503,0,0.761,0.76,4,-6.579,1,0.0558,0.628,0.0,0.315,0.826,0.5428110053744883,4,british,11
Tom Rosenthal,Hugging You,0.49,171586,0,0.57,0.304,8,-11.821,1,0.04,0.56,4.86e-06,0.121,0.295,0.43597866640369476,4,british,11
Adele,Crazy For You,0.52,208040,0,0.707,0.139,7,-12.3,1,0.0507,0.91,0.0,0.105,0.323,0.35282612625938886,3,british,11
Billie Marten,She Dances,0.53,283393,0,0.679,0.122,4,-18.531,1,0.0444,0.965,0.00264,0.127,0.205,0.40063770688493333,4,british,11
The Kinks,Sunny Afternoon - Mono Version,0.26,214592,0,0.578,0.59,0,-4.663,1,0.0257,0.135,0.0,0.076,0.43,0.5057319658793945,4,british,11
Ben Howard,Oats In The Water,0.57,299381,0,0.356,0.474,2,-9.41,0,0.0283,0.273,0.304,0.184,0.094,0.5349547195240208,4,british,11
Alexi Murdoch,Some Day Soon,0.45,287800,0,0.593,0.554,4,-12.187,1,0.0286,0.931,0.888,0.0918,0.416,0.38155991650641813,4,british,11
Michael Kiwanuka,One More Night,0.61,233413,0,0.684,0.764,6,-5.342,0,0.0254,0.0129,0.000171,0.141,0.944,0.4429679667340532,4,british,11
Gary Lightbody;Johnny McDaid,"This Is How You Walk On - From ""Gifted""",0.36,246186,0,0.384,0.408,9,-9.064,1,0.0278,0.263,0.000352,0.127,0.292,0.32650839044754526,4,british,11
Adele,Cold Shoulder,0.52,191866,0,0.65,0.82,0,-5.344,1,0.047,0.00217,0.0,0.133,0.35,0.4517980704436007,4,british,11
The Beatles,Do You Want To Know A Secret - Remastered 2009,0.6,117013,0,0.673,0.349,4,-12.414,1,0.0368,0.608,0.0,0.38,0.609,0.5113612083559325,4,british,11
The Kinks,Strangers (Remastered),0.29,197853,0,0.476,0.369,0,-10.607,1,0.0326,0.087,0.0,0.0835,0.532,0.526387587725786,4,british,11
Whitesnake,Here I Go Again,0.58,232800,0,0.484,0.877,7,-5.434,1,0.0337,0.151,0.00017,0.14,0.687,0.3820283352234439,4,british,11
Joss Stone,Spoiled,0.3,243640,0,0.429,0.586,2,-6.772,1,0.0617,0.528,0.0,0.1,0.29,0.4525294610719392,3,british,11
Joss Stone,Don't Cha Wanna Ride,0.3,213000,0,0.585,0.853,2,-6.053,1,0.213,0.132,0.0,0.856,0.697,0.37207238301858886,4,british,11
The Beatles,You Never Give Me Your Money - Remastered 2009,0.58,242973,0,0.335,0.416,0,-11.051,1,0.0348,0.345,0.136,0.116,0.223,0.7168614302384826,3,british,11
Charlie Cunningham,You Sigh,0.6,178826,0,0.629,0.451,6,-9.974,1,0.0284,0.852,0.06,0.141,0.681,0.3737693736337787,4,british,11
Milburn,Send in the Boys,0.3,165560,0,0.284,0.953,2,-4.862,1,0.102,0.000838,0.017,0.339,0.789,0.7041976891343293,4,british,11
The Beatles,Happiness Is A Warm Gun - Remastered 2009,0.58,164546,0,0.431,0.54,9,-9.6,0,0.0589,0.523,1.34e-06,0.169,0.44,0.5723254934832274,4,british,11
Peter Sarstedt,Where Do You Go To (My Lovely),0.54,284706,0,0.408,0.436,0,-7.712,1,0.0345,0.805,1.72e-06,0.305,0.474,0.719162434462469,3,british,11
Nick Drake,From The Morning,0.58,150850,0,0.644,0.325,0,-11.056,1,0.036,0.869,0.0511,0.11,0.367,0.4475987377348257,4,british,11
The Beatles,I'm Looking Through You - Remastered 2009,0.58,146386,0,0.667,0.498,1,-11.027,1,0.0364,0.00772,0.0,0.0481,0.774,0.35272340285653236,4,british,11
Yusuf / Cat Stevens,Moonshadow - Remastered 2021,0.61,168120,0,0.636,0.373,2,-9.062,1,0.0289,0.56,2.94e-06,0.0864,0.548,0.5367010173725818,4,british,11
Richard Hawley,Tonight the Streets Are Ours,0.49,222506,0,0.532,0.686,5,-9.041,1,0.0278,0.00142,0.0,0.144,0.743,0.542506944102033,4,british,11
John Powell,"Goodnight Sweet Possums - From ""Ice Age The Meltdown""",0.55,48466,0,0.161,0.0459,6,-29.584,0,0.0372,0.678,0.00584,0.148,0.152,0.28792958927074597,3,british,11
Simply Red,Sunrise,0.57,200173,0,0.788,0.728,5,-5.123,0,0.0295,0.00325,0.23,0.0979,0.936,0.4354773761977549,4,british,11
Michael Kiwanuka;Tom Misch,Money (with Tom Misch),0.57,291568,0,0.774,0.419,4,-9.649,0,0.0758,0.539,0.0698,0.029,0.644,0.4848873329717469,4,british,11
Penny Jayne Black,Fire in My Belly,0.28,166944,0,0.594,0.67,2,-5.501,0,0.0261,0.0855,0.0,0.359,0.424,0.3576459083214174,4,british,11
YUNGBLUD,Tin Pan Boy,0.33,191893,0,0.386,0.749,2,-6.734,1,0.115,1.92e-05,6.98e-06,0.334,0.517,0.7564222671465904,4,british,11
Sam Brown;Pete Brown,Stop,0.39,295906,0,0.326,0.3,9,-13.671,1,0.0454,0.443,0.0,0.139,0.391,0.7627418108903242,3,british,11
Adele,Rolling in the Deep - Acapella,0.49,236777,0,0.736,0.142,7,-16.603,0,0.0385,0.771,0.0,0.0735,0.476,0.4315779958253209,4,british,11
YUNGBLUD,Mad,0.56,145488,0,0.453,0.878,7,-4.414,1,0.0898,0.00515,0.0,0.434,0.635,0.6904779514488109,4,british,11
Billie Marten,Milk & Honey,0.52,238653,0,0.291,0.563,11,-9.12,0,0.0455,0.678,0.00431,0.11,0.457,0.33474269842052495,4,british,11
Peppa Pig,Peppa's Club,0.44,218839,0,0.882,0.731,0,-8.118,1,0.0712,0.209,0.0,0.0871,0.963,0.5218883026806699,4,british,11
Amy Winehouse,Will You Still Love Me Tomorrow? - 2011,0.61,262813,0,0.587,0.624,0,-4.657,1,0.025,0.161,0.000191,0.118,0.251,0.3838896832832043,4,british,11
Paolo Nutini,Better Man,0.56,329046,0,0.556,0.434,7,-9.548,1,0.0363,0.407,0.00545,0.104,0.505,0.6060968394063408,4,british,11
Donovan,Season of the Witch,0.65,293933,0,0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,0.40980474335585027,4,british,11
The Beatles,Julia - Remastered 2009,0.54,176666,0,0.512,0.0953,2,-16.082,1,0.0304,0.828,0.000268,0.117,0.193,0.553498348207682,4,british,11
The Rolling Stones,Wild Horses,0.55,342586,0,0.435,0.295,7,-9.773,1,0.0264,0.774,0.0247,0.0769,0.15,0.5805639103923212,4,british,11
Peppa Pig,Bestest Daddy In The World,0.44,199201,0,0.693,0.625,0,-7.489,1,0.0671,0.418,0.0,0.332,0.78,0.7224126029288496,4,british,11
Peppa Pig,Feeling Calm,0.34,229467,0,0.607,0.16,3,-13.149,1,0.0383,0.905,1.52e-05,0.109,0.351,0.3656706605525697,4,british,11
Henry Jackman,The Winter Soldier,0.42,384666,0,0.252,0.378,1,-15.31,1,0.0393,0.00405,0.939,0.469,0.0351,0.4723427510149072,4,british,11
Henry Jackman,Magneto,0.41,112760,0,0.52,0.803,8,-8.512,1,0.0806,0.17,0.857,0.0888,0.054,0.3491691731176963,4,british,11
Michael Kiwanuka,Solid Ground,0.54,233053,0,0.398,0.176,2,-8.68,0,0.0311,0.743,0.00509,0.118,0.0691,0.5750086287658399,4,british,11
The Beatles,I've Got A Feeling - Remastered 2009,0.57,217560,0,0.44,0.609,2,-8.824,1,0.0358,0.0715,0.0,0.582,0.364,0.6786154528869385,4,british,11
The Beatles,Tomorrow Never Knows - Remastered 2009,0.57,179546,0,0.38,0.829,5,-6.105,1,0.0405,8.4e-05,0.00208,0.342,0.0534,0.5172616406160117,4,british,11
Paloma Faith,Upside Down,0.56,189186,0,0.618,0.842,9,-4.384,0,0.0772,0.0452,0.000216,0.0737,0.734,0.7231275578127311,4,british,11
DragonForce,Soldiers Of The Wastelands,0.52,587160,0,0.164,0.955,11,-6.34,0,0.125,5.33e-05,0.00189,0.071,0.146,0.8216023207271174,4,british,11
Adele;The Raconteurs,Many Shades Of Black - Performed by The Raconteurs and Adele,0.52,268093,0,0.409,0.71,7,-4.918,0,0.0325,0.00323,0.0,0.116,0.438,0.39136794701115984,3,british,11
Alexi Murdoch,Song For You,0.51,257160,0,0.501,0.104,4,-25.111,1,0.0355,0.872,0.00298,0.116,0.302,0.63605509261542,4,british,11
Nick Mulvey,Mountain To Move,0.6,236280,0,0.662,0.947,7,-6.409,1,0.0517,0.431,0.007,0.0974,0.31,0.45200762618542806,4,british,11
Amy Winehouse,Wake Up Alone,0.62,222000,0,0.583,0.271,11,-15.866,0,0.0299,0.545,0.0,0.148,0.235,0.4218973423401213,3,british,11
Gabrielle,Rise,0.3,218813,0,0.554,0.484,8,-9.456,1,0.0253,0.342,1.67e-05,0.0909,0.606,0.594715086369837,4,british,11
The Beatles,Please Please Me - Remastered 2009,0.58,120853,0,0.527,0.48,4,-9.61,1,0.028,0.334,0.0,0.0702,0.706,0.5727363870946535,4,british,11
Finley Quaye,Even After All,0.28,234466,0,0.782,0.264,9,-14.175,1,0.133,0.557,0.0545,0.101,0.419,0.38654405601301706,4,british,11
Yusuf / Cat Stevens,Oh Very Young,0.59,156773,0,0.728,0.413,9,-11.188,1,0.0372,0.696,0.000398,0.0861,0.655,0.4562480482553457,4,british,11
The Zombies,This Will Be Our Year [Mono],0.45,129160,0,0.4,0.516,9,-9.317,1,0.0316,0.779,2.38e-05,0.204,0.522,0.598030997814046,3,british,11
The Shadows,Apache,0.57,174186,0,0.595,0.451,9,-12.987,0,0.0288,0.0106,0.929,0.0962,0.779,0.5492455993294215,4,british,11
The Rolling Stones,Honky Tonk Women,0.64,182706,0,0.56,0.721,7,-6.669,1,0.0629,0.225,0.0339,0.0453,0.966,0.4901344443896586,4,british,11
Status Quo,What You're Proposing,0.31,258000,0,0.464,0.774,1,-6.283,1,0.034,0.0364,4.64e-06,0.117,0.54,0.7268666896767089,4,british,11
Hell Is For Heroes,I Can Climb Mountains,0.29,200600,1,0.39,0.957,2,-4.393,1,0.0813,0.00217,0.000221,0.0931,0.3,0.35766645300198874,4,british,11
The Rolling Stones,Midnight Rambler - Mono,0.29,412640,0,0.497,0.649,4,-10.09,1,0.0741,0.701,1.33e-05,0.138,0.52,0.5269628387817825,4,british,11
Gerald Finzi;Amy Dickson;Aurora Orchestra;Nicholas Collon,"Lo, the full, final sacrifice, Op. 26: Amen - Instrumental",0.55,160240,0,0.198,0.0899,4,-25.087,1,0.0448,0.949,0.924,0.15,0.0711,0.45965846523018256,4,british,11
Sandie Shaw,Long Live Love - Remastered 2004,0.0,162133,0,0.536,0.469,0,-8.759,1,0.0571,0.599,0.0,0.237,0.898,0.6228325361997272,4,british,11
The Walker Brothers,Make It Easy On Yourself,0.0,191986,0,0.384,0.503,9,-8.917,1,0.0306,0.072,0.000307,0.261,0.441,0.33584800223526123,4,british,11
The Fortunes,Here Comes That Rainy Day Feeling Again,0.0,172533,0,0.728,0.695,2,-9.058,0,0.0391,0.519,0.0,0.124,0.836,0.49690186216984694,4,british,11
Jessie Ware,"Till The End - From ""Me Before You""",0.46,180560,0,0.662,0.395,4,-10.694,1,0.0593,0.766,0.00594,0.125,0.534,0.3000016435744457,4,british,11
Craig David;Galantis;Mike Brainchild,DNA (Part 2),0.17,232000,0,0.685,0.736,11,-2.465,1,0.0377,0.013,0.0,0.191,0.39,0.4929449566918133,4,british,11
Craig David,Don't Love You No More (I'm Sorry),0.59,243986,0,0.636,0.558,7,-7.076,1,0.0245,0.462,0.0,0.062,0.572,0.41135792120704107,4,british,11
Ilan Eshkeri,The Way of the Ghost,0.47,254880,0,0.171,0.162,7,-15.387,0,0.0432,0.709,0.921,0.149,0.0368,0.47036224380783326,4,british,11
Henry Jackman,Louisiana Hero,0.38,134149,0,0.53,0.455,7,-14.149,1,0.03,0.388,0.865,0.302,0.411,0.41826915175122853,4,british,11
YUNGBLUD,Anarchist,0.55,167700,0,0.508,0.905,9,-4.467,0,0.311,0.00972,0.0,0.342,0.212,0.6600060812254491,4,british,11
Matilda Mann,February,0.48,149626,0,0.31,0.206,4,-11.295,1,0.0478,0.908,1.65e-05,0.104,0.123,0.7181803987311605,4,british,11
Daniel Pemberton,The Prowler,0.45,165779,0,0.157,0.584,9,-12.255,1,0.0601,0.152,0.822,0.143,0.0744,0.6160404648028531,4,british,11
The Rolling Stones,Doom And Gloom,0.5,238546,0,0.611,0.837,0,-4.558,1,0.0328,0.000596,0.0169,0.173,0.783,0.5407318837006722,4,british,11
Adele;High Contrast,Hometown Glory - High Contrast Remix,0.55,396920,0,0.529,0.861,10,-6.306,0,0.0436,0.000621,0.175,0.109,0.116,0.7109322354256035,4,british,11
The Beatles,All You Need Is Love,0.53,226666,0,0.364,0.483,7,-8.22,1,0.0317,0.281,1.53e-06,0.113,0.7,0.4230848248771428,4,british,11
Fenne Lily,For a While,0.45,234618,0,0.493,0.275,2,-12.411,1,0.034,0.861,1.62e-05,0.107,0.155,0.5339644659204839,4,british,11
The Beatles,From Me To You - Mono / Remastered,0.58,116160,0,0.581,0.821,0,-4.387,1,0.0318,0.507,0.0,0.108,0.968,0.5594111072761041,4,british,11
Michael Price;David Arnold,SHERlocked,0.39,224186,0,0.103,0.123,9,-21.249,0,0.0387,0.809,0.883,0.127,0.0393,0.37086435580099597,4,british,11
Maybeshewill,He Films The Clouds Pt. 2,0.46,402573,0,0.453,0.689,5,-7.137,0,0.0303,0.698,0.889,0.0908,0.201,0.6574749765790641,4,british,11
Henry Jackman;Matthew Margeson,No Time for Emotion,0.44,171680,0,0.224,0.239,9,-11.429,1,0.0343,0.382,0.000619,0.0865,0.0605,0.524485150304883,3,british,11
Peppa Pig,Time For Bed,0.26,190116,0,0.737,0.323,4,-7.48,1,0.0427,0.832,0.0,0.348,0.598,0.32498397514915434,4,british,11
Henry Jackman,Lemurian Star,0.4,186266,0,0.397,0.432,0,-20.755,0,0.0562,0.172,0.778,0.145,0.0378,0.5599123974820439,5,british,11
The Beatles,Two Of Us - Remastered 2009,0.58,216813,0,0.726,0.702,7,-10.757,1,0.032,0.0974,3.46e-05,0.239,0.931,0.448342455171507,4,british,11
Alexi Murdoch,Through The Dark,0.43,330066,0,0.566,0.127,7,-18.624,1,0.0439,0.958,0.916,0.111,0.189,0.5062661275742485,4,british,11
The Beatles,Here Comes The Sun - 2019 Mix,0.53,185706,0,0.569,0.557,9,-10.208,1,0.0428,0.038,0.000228,0.136,0.292,0.5304677612872475,4,british,11
Peter And Gordon,A World Without Love,0.51,164760,0,0.548,0.827,4,-6.197,1,0.0336,0.147,0.0,0.147,0.777,0.5343383791068816,4,british,11
Seal,Kiss from a Rose - Acoustic,0.55,324066,0,0.66,0.407,4,-9.72,0,0.0355,0.743,0.0,0.0784,0.268,0.4904179609815426,3,british,11
Bombay Bicycle Club,Shuffle,0.61,235293,0,0.627,0.959,7,-4.744,1,0.0298,0.316,0.00576,0.112,0.397,0.4519049027825715,4,british,11
The Beatles,Oh! Darling - 2019 Mix,0.52,207146,0,0.437,0.669,4,-6.524,1,0.0395,0.0344,0.00395,0.347,0.514,0.7135989349637591,3,british,11
Billie Marten,Bird,0.48,220640,0,0.235,0.187,6,-12.754,1,0.0347,0.988,0.00197,0.106,0.118,0.3532123662541295,4,british,11
The Servant,Liquefy,0.28,221426,0,0.658,0.771,11,-6.782,1,0.03,0.0268,1.07e-06,0.21,0.746,0.5754606117384086,4,british,11
The Beatles,Paperback Writer - Remastered 2015,0.59,138200,0,0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,0.32335683644790686,4,british,11
The Beatles,Got To Get You Into My Life - Remastered 2009,0.59,149240,0,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,0.5616052791611196,4,british,11
The Beatles,The End - Remastered 2009,0.56,141613,0,0.647,0.487,11,-10.119,0,0.0689,0.00101,0.285,0.138,0.222,0.5072235096888713,1,british,11
Monty Python,Always Look On The Bright Side Of Life,0.6,215333,1,0.669,0.535,2,-12.36,1,0.0972,0.432,0.0,0.208,0.739,0.49336406817546796,4,british,11
The Beatles,She Came In Through The Bathroom Window - Remastered 2009,0.57,118626,0,0.53,0.72,2,-8.793,1,0.0338,0.00376,3.38e-05,0.314,0.69,0.331393915487402,4,british,11
The Troggs,Wild Thing,0.65,155333,0,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,0.8376929145505646,4,british,11
Mica Paris,(Something Inside) So Strong,0.28,258626,0,0.642,0.478,2,-5.859,1,0.0305,0.391,8.82e-06,0.109,0.183,0.32064082967638013,4,british,11
Matilda Mann,As It Is,0.51,184301,0,0.657,0.258,10,-12.613,1,0.0311,0.908,2.79e-06,0.116,0.318,0.524813865194024,4,british,11
The Beatles,And Your Bird Can Sing - Remastered 2009,0.57,120493,0,0.555,0.65,4,-6.936,1,0.0282,0.0067,0.0491,0.236,0.966,0.5448038393899052,4,british,11
Yusuf / Cat Stevens,Tea For The Tillerman,0.57,65946,0,0.439,0.0675,0,-16.963,1,0.108,0.737,1.2e-05,0.0821,0.55,0.699443650050129,3,british,11
Nick Drake,Road,0.56,119450,0,0.586,0.426,4,-8.673,0,0.0362,0.842,0.815,0.0898,0.793,0.6203178672977991,4,british,11
Seth Lakeman,Solomon Browne,0.27,173826,0,0.425,0.706,5,-7.054,1,0.0306,0.583,2.73e-06,0.172,0.921,0.3224282168860838,3,british,11
Rumer,Marie,0.0,161346,0,0.424,0.079,9,-16.861,1,0.0376,0.954,0.00147,0.0915,0.155,0.6880372433969397,3,british,11
The Beatles,You Won't See Me - Remastered 2009,0.55,199960,0,0.488,0.539,9,-8.752,1,0.0304,0.136,0.0,0.0538,0.473,0.4763941620235688,4,british,11
Marianne Faithfull,Sister Morphine - 1969 Version,0.29,331960,0,0.423,0.468,9,-11.395,0,0.0322,0.0858,0.00231,0.197,0.178,0.6628864454415463,4,british,11
The Rolling Stones,Sympathy For The Devil - Live,0.28,475217,0,0.614,0.929,9,-5.471,1,0.0446,0.405,0.109,0.954,0.551,0.4436747037457061,4,british,11
Alex Heffes;Anoushka Shankar,There is No Harm in Dawn,0.21,78440,0,0.226,0.257,0,-11.897,1,0.0348,0.916,0.789,0.0732,0.292,0.6122766793221899,4,british,11
Craig Armstrong;Lana Del Rey,Hotel Sayre,0.48,202480,0,0.199,0.091,11,-20.603,0,0.0376,0.824,0.504,0.104,0.0338,0.26959140739279785,4,british,11
Craig David;Bastille,I Know You (feat. Bastille),0.52,214960,0,0.56,0.761,9,-5.202,1,0.0879,0.126,0.0,0.0896,0.236,0.5775315155399964,4,british,11
Luke Marzec,Saturday Went by Too Fast,0.54,148500,0,0.805,0.586,8,-8.671,1,0.0901,0.393,2.85e-05,0.252,0.486,0.43956576763144484,4,british,11
Charlie Cunningham,Don't Go Far,0.17,219013,0,0.622,0.312,4,-16.105,1,0.0315,0.902,0.401,0.109,0.228,0.3308268823036339,3,british,11
Charlie Cunningham,Headlights,0.16,212453,0,0.617,0.4,9,-15.469,1,0.0569,0.878,0.0285,0.0977,0.507,0.35357806156829874,4,british,11
Henry Jackman;Matthew Margeson,Kingsman Hoedown,0.41,137933,0,0.373,0.856,4,-7.503,1,0.0463,0.000664,0.947,0.103,0.402,0.6234612034252092,4,british,11
YUNGBLUD,Sex Not Violence,0.55,202768,0,0.45,0.893,0,-4.664,1,0.054,7.35e-05,0.000168,0.245,0.5,0.657392797856779,4,british,11
Greg Holden,The Lost Boy (Bonus Track),0.49,208729,0,0.361,0.313,7,-9.922,1,0.0305,0.812,0.0,0.301,0.257,0.31985602287855625,4,british,11
The Beatles,Anna (Go To Him) - Remastered 2009,0.57,177133,0,0.608,0.565,2,-11.06,1,0.0336,0.635,0.0,0.0601,0.835,0.4490491921831599,4,british,11
Foy Vance;Ed Sheeran,Guiding Light,0.48,351993,0,0.437,0.221,1,-12.044,1,0.0291,0.708,0.000131,0.101,0.286,0.5495537695379912,4,british,11
The Shires,Daddy's Little Girl,0.49,189640,0,0.427,0.376,11,-8.812,1,0.0318,0.785,0.0,0.0736,0.334,0.32232138454711307,4,british,11
YUNGBLUD,Don't Go,0.56,149672,1,0.521,0.916,0,-2.832,0,0.0555,0.00594,0.0,0.0781,0.841,0.6985684466577913,4,british,11
Matilda Mann,Doomsday,0.52,189506,0,0.561,0.393,6,-10.728,1,0.0369,0.867,0.0,0.121,0.166,0.5004355472281117,4,british,11
Yusuf / Cat Stevens,The Wind,0.44,102640,0,0.756,0.181,2,-18.934,1,0.0435,0.921,0.0235,0.128,0.819,0.47557237480071657,4,british,11
Sade,Paradise,0.62,217466,0,0.738,0.792,1,-7.873,1,0.0378,0.309,0.39,0.0679,0.968,0.4101416761172197,4,british,11
The Beatles,I'm So Tired - Remastered 2009,0.55,123493,0,0.433,0.483,9,-9.422,1,0.175,0.656,2.64e-05,0.539,0.717,0.28142925233798466,4,british,11
The Beatles,Mean Mr Mustard - Remastered 2009,0.55,66533,0,0.676,0.596,4,-9.107,1,0.0272,0.0699,1.96e-05,0.351,0.97,0.41371645053662703,4,british,11
Sade,The Sweetest Taboo,0.64,277373,0,0.752,0.823,10,-9.455,0,0.0447,0.128,0.0098,0.303,0.962,0.376226517430107,4,british,11
The Beatles,Love Me Do - Mono / Remastered,0.56,140173,0,0.524,0.88,0,-3.865,1,0.0987,0.404,0.000191,0.154,0.758,0.6083608632052988,4,british,11
Paloma Faith,Me Time,0.43,197533,0,0.529,0.748,7,-5.089,0,0.0632,0.0534,0.0,0.209,0.523,0.33690399881662636,4,british,11
Peppa Pig,North Star Lullaby,0.48,146198,0,0.655,0.217,5,-10.574,1,0.0297,0.881,0.0,0.0628,0.479,0.32851355127130477,4,british,11
Shaun Escoffery,Days Like This,0.29,270200,0,0.682,0.822,4,-8.477,0,0.0524,0.00346,1.68e-05,0.355,0.567,0.44385549693473364,4,british,11
Laura Marling,For You,0.52,237228,0,0.553,0.104,0,-16.152,1,0.0372,0.947,1.2e-05,0.0984,0.186,0.3988421018030011,4,british,11
Leona Lewis,A Moment Like This,0.57,257293,0,0.261,0.562,8,-3.667,1,0.0301,0.423,7.54e-06,0.131,0.167,0.28985668030833456,4,british,11
William Walton;The Cambridge Singers;Aurora Orchestra;John Rutter,Henry V: Henry V: Touch her soft lips and part,0.61,93840,0,0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,0.3349851256512663,3,british,11
The Rolling Stones,Play With Fire - Mono Version,0.55,133320,0,0.578,0.429,2,-9.601,1,0.0268,0.178,6.01e-05,0.171,0.0889,0.4467974951925447,4,british,11
Paloma Faith,Never Tear Us Apart,0.53,185000,0,0.532,0.487,0,-7.5,1,0.0264,0.368,9.64e-05,0.148,0.162,0.3958343605673619,3,british,11
Lisa Stansfield,Time to Make You Mine - Edit,0.28,250533,0,0.737,0.552,0,-10.095,1,0.0472,0.31,0.274,0.186,0.875,0.3692248902914057,4,british,11
